,Function Name  ,Type  ,MValue  ,Degree of Confidence  ,Accuracy  ,Specificity  ,Sensitivity  ,ROC AUC  
0,------------,------------,------------,------------,------------,------------,------------,------------
1,defFuzzyDistance,H,106.804974734,45.7127169648,0.195945945946,0.426277372263,0.273224043716,0.537026568683
2,defFuzzyDistance,E,4.86585835338,0.817289321814,0.918918918919,0.931324446059,0.888784803539,0.574429998116
3,defFuzzyDistance,nH,0.00915523527634,0.00391845679451,0.195945945946,0.426277372263,0.273224043716,0.537026568683
4,defFuzzyDistance,nE,0.0450503818342,0.00756684501331,0.918918918919,0.931324446059,0.888784803539,0.574429998116
5,defIFSDistance,H,106.804974734,45.7127169648,0.195945945946,0.426277372263,0.273224043716,0.537026568683
6,defIFSDistance,E,4.86585835338,0.817289321814,0.918918918919,0.931324446059,0.888784803539,0.574429998116
7,defIFSDistance,nH,0.00915523527634,0.00391845679451,0.195945945946,0.426277372263,0.273224043716,0.537026568683
8,defIFSDistance,nE,0.0450503818342,0.00756684501331,0.918918918919,0.931324446059,0.888784803539,0.574429998116
9,wangXinDistance,1,0.00915523527634,0.00391845679451,0.195945945946,0.426277372263,0.273224043716,0.537026568683
10,wangXinDistance,2,7.84779296789e-07,3.35886918782e-07,0.195945945946,0.426277372263,0.273224043716,0.537026568683
11,yangChiclanaDistance,H,106.804974734,45.7127169648,0.195945945946,0.426277372263,0.273224043716,0.537026568683
12,yangChiclanaDistance,E,4.86585835338,0.817289321814,0.918918918919,0.931324446059,0.888784803539,0.574429998116
13,yangChiclanaDistance,nH,0.00915523527634,0.00391845679451,0.195945945946,0.426277372263,0.273224043716,0.537026568683
14,yangChiclanaDistance,nE,0.0450503818342,0.00756684501331,0.918918918919,0.931324446059,0.888784803539,0.574429998116
15,grzegorDistance,H,106.804974734,45.7127169648,0.195945945946,0.426277372263,0.273224043716,0.537026568683
16,grzegorDistance,E,4.86585835338,0.817289321814,0.918918918919,0.931324446059,0.888784803539,0.574429998116
17,grzegorDistance,nH,0.00915523527634,0.00391845679451,0.195945945946,0.426277372263,0.273224043716,0.537026568683
18,grzegorDistance,nE,0.0450503818342,0.00756684501331,0.918918918919,0.931324446059,0.888784803539,0.574429998116
19,vlachSergDistance,-,41.0110877865,9.50726649001,0.925675675676,0.934691745037,0.898308613063,0.568777086866
