,Measure,Parameters,Best r pars,MValue,Degree of Confidence,Accuracy,Precision,Recall,ROC
40,iancuSimilarity,10,"rj1=0.7, rj2=0.9999999999999999",0.5042247316642593,0.9358739400918983,0.19409477971121808,0.19409477971121808,0.19409477971121808,0.5197842336205771
41,iancuSimilarity,11,"rj1=0.7, rj2=0.9999999999999999",0.17673291358924723,0.6839928637000853,0.21445760829322472,0.21445760829322472,0.21445760829322472,0.5355392464619333
42,iancuSimilarity,12,"rj1=0.6, rj2=0.7",0.6850287264147056,0.6947879737112828,0.1411144020733062,0.1411144020733062,0.1411144020733062,0.5209755854238087
43,iancuSimilarity,13,"rj1=0.6, rj2=0.7999999999999999",-0.0001345692620018708,0.8394874714999009,0.024435394298408,0.024435394298408,0.024435394298408,0.45564418518675537
44,iancuSimilarity,14,"rj1=0.9999999999999999, rj2=0.7999999999999999",0.508355725692068,0.7507856329144565,0.9036282858200666,0.9036282858200666,0.9036282858200666,0.5131091427579098
45,iancuSimilarity,15,"rj1=0.6, rj2=0.6",0.5,0.7691417303576618,0.23445020362828584,0.23445020362828584,0.23445020362828584,0.5097861168778547
46,iancuSimilarity,16,"rj1=0.9999999999999999, rj2=0.8999999999999999",-5532.295935707398,0.7598882781190615,0.8969270640503517,0.8969270640503517,0.8969270640503517,0.5103820002692334
47,iancuSimilarity,17,"rj1=0.9999999999999999, rj2=0.6",-9.678958649818611,0.7217598226427275,0.13559792669381712,0.13559792669381712,0.13559792669381712,0.5
48,iancuSimilarity,18,"rj1=0.7999999999999999, rj2=0.7",0.46900102638314706,0.7532253267601312,0.9089966679007777,0.9089966679007777,0.9089966679007777,0.5110098976766257
49,iancuSimilarity,19,"rj1=0.8999999999999999, rj2=0.7",0.49880610407871295,0.7907502250094509,0.21991854868567198,0.21991854868567198,0.21991854868567198,0.4974934470042017
50,iancuSimilarity,20,"rj1=0.9999999999999999, rj2=0.9999999999999999",0.7494851163689269,0.8578068370182187,0.2577748981858571,0.2577748981858571,0.2577748981858571,0.4973893470390844
51,songWangLeiXueSimilarity,-,"rj1=0.9999999999999999, rj2=0.6",1.1764205848387503,0.6967336105695539,0.252591632728619,0.252591632728619,0.252591632728619,0.5673814898397698
52,intarapaiboonSimilarity,-,"rj1=0.7, rj2=0.9999999999999999",-1175921.1272616372,0.7388003064451483,0.17911884487226953,0.17911884487226953,0.17911884487226953,0.473655152528068
53,dengjiangFuSimilarity,-,"rj1=0.7, rj2=0.9999999999999999",0.9799833201603885,0.7408941882958985,0.17911884487226953,0.17911884487226953,0.17911884487226953,0.473655152528068
54,nguyenSimilarity,-,"rj1=0.8999999999999999, rj2=0.6",0.9993139434622664,0.7388351728749145,0.21443909663087748,0.21443909663087748,0.21443909663087748,0.497823249264931
55,chenChengLanSimilarity,-,"rj1=0.7, rj2=0.9999999999999999",-95.99285302425017,0.738695317857182,0.17911884487226953,0.17911884487226953,0.17911884487226953,0.473655152528068
56,muthuKrishSimilarity,-,"rj1=0.9999999999999999, rj2=0.6",0.9723189923421438,0.7516808973534129,0.2970936690114772,0.2970936690114772,0.2970936690114772,0.4619827844257238
