,Measure,Parameters,Best r pars,MValue,Degree of Confidence,Accuracy,Precision,Recall,ROC
40,iancuSimilarity,10,"rj1=0.7, rj2=0.9999999999999999",0.5041932831835628,0.9346656141636149,0.17778600518326546,0.17778600518326546,0.17778600518326546,0.5074861111111111
41,iancuSimilarity,11,"rj1=0.7, rj2=0.9999999999999999",0.17674525936456992,0.6701714469682692,0.18050721954831545,0.18050721954831545,0.18050721954831545,0.5096388888888889
42,iancuSimilarity,12,"rj1=0.6, rj2=0.6",0.7021472041122826,0.6727081120471772,0.16430951499444651,0.16430951499444651,0.16430951499444651,0.503061224489796
43,iancuSimilarity,13,"rj1=0.6, rj2=0.8999999999999999",-0.00024792633688191796,0.8290586036976301,0.06917808219178082,0.06917808219178082,0.06917808219178082,0.48450362486832643
44,iancuSimilarity,14,"rj1=0.7999999999999999, rj2=0.6",0.5492323166888646,0.7814726518662342,0.8739355794150315,0.8739355794150315,0.8739355794150315,0.5004882815238807
45,iancuSimilarity,15,"rj1=0.6, rj2=0.6",0.5,0.7728538009728845,0.25609033691225475,0.25609033691225475,0.25609033691225475,0.4957286748620361
46,iancuSimilarity,16,"rj1=0.9999999999999999, rj2=0.8999999999999999",-2765.5490708614916,0.7673278675935209,0.8616068122917439,0.8616068122917439,0.8616068122917439,0.482123809251484
47,iancuSimilarity,17,"rj1=0.8999999999999999, rj2=0.7",-8.241082540370009,0.7620260331188118,0.13574601999259533,0.13574601999259533,0.13574601999259533,0.5
48,iancuSimilarity,18,"rj1=0.8999999999999999, rj2=0.7999999999999999",0.4890977821079402,0.7662751561942447,0.8793594964827841,0.8793594964827841,0.8793594964827841,0.49885842718223516
49,iancuSimilarity,19,"rj1=0.7, rj2=0.9999999999999999",0.49875086738217245,0.8584354961449601,0.22663828211773418,0.22663828211773418,0.22663828211773418,0.4779423249956308
50,iancuSimilarity,20,"rj1=0.8999999999999999, rj2=0.9999999999999999",0.750216534778166,0.9222372016903868,0.2619215105516476,0.2619215105516476,0.2619215105516476,0.4605460035013844
51,songWangLeiXueSimilarity,-,"rj1=0.9999999999999999, rj2=0.6",1.1764629337723649,0.6705242832078784,0.21588300629396517,0.21588300629396517,0.21588300629396517,0.5268687695373401
52,intarapaiboonSimilarity,-,"rj1=0.7, rj2=0.7",-230943.32595908022,0.7707101458279775,0.15059237319511293,0.15059237319511293,0.15059237319511293,0.49517750955886547
53,dengjiangFuSimilarity,-,"rj1=0.7, rj2=0.7",0.9808064097413766,0.7728775949116192,0.15059237319511293,0.15059237319511293,0.15059237319511293,0.49517750955886547
54,nguyenSimilarity,-,"rj1=0.9999999999999999, rj2=0.6",0.9992757873794564,0.7160318171698159,0.23215475749722322,0.23215475749722322,0.23215475749722322,0.4867501229919582
55,chenChengLanSimilarity,-,"rj1=0.7, rj2=0.7",-38.59271831974589,0.7707101458279775,0.15059237319511293,0.15059237319511293,0.15059237319511293,0.49517750955886547
56,muthuKrishSimilarity,-,"rj1=0.8999999999999999, rj2=0.6",0.9738856092430266,0.7827796144043389,0.24272491669751944,0.24272491669751944,0.24272491669751944,0.49053054719879824
